"variableX"	"variableY"
"1"	0.407888773985364	1.37375242081712
"2"	0.264551366999468	0.699767004940023
"3"	0.103180749034671	0.480127177784776
"4"	0.160401693226782	0.89937928860769
"5"	0.332453262117603	1.73352855276485
"6"	0.109127060633865	0.00626870435237353
"7"	0.491584877994262	0.291368986936851
"8"	1.94729792704579	5.25666173699398
"9"	1.63414553541605	4.53575712074451
"10"	0.499484811478412	2.29602205992028
"11"	0.214069414668736	0.375697370765831
"12"	1.21389919627981	3.30318420853871
"13"	2.24818814361619	5.13229991477323
"14"	0.676897276758611	0.929517482147357
"15"	0.42492881687905	1.0833466293675
"16"	0.538221285804039	2.28328377200451
"17"	1.10033861372329	3.22299681780064
"18"	0.255000719663836	0.826635301626204
"19"	0.105046836510347	0.265698094170257
"20"	0.935286592440519	3.0800585922446
"21"	1.62676296497676	5.11861693647385
"22"	0.284176881188339	1.97075845648968
"23"	0.0248202169610351	0.946347876409229
"24"	1.14075919127754	2.83480470264685
"25"	1.64439767088792	5.77910781641503
"26"	0.425705917404324	0.502128203634132
"27"	0.366079539494807	0.761274530815458
"28"	0.0234638844756827	0.405189308266583
"29"	2.09439436861467	5.80397001979321
"30"	1.32009598251801	4.3788429438821
"31"	0.884626001728369	4.05186587378042
"32"	0.721098089787538	3.24748332548517
"33"	0.158574358279534	1.96063299102944
"34"	0.569419936960323	1.68784853912858
"35"	1.17835171458013	3.9118804378502
"36"	0.518247612857221	0.109915522320271
"37"	0.824843317483149	3.17171043298004
"38"	0.5869839689865	1.69270053678143
"39"	0.222177686724516	1.0308366123645
"40"	0.605035090556159	2.29310852384727
"41"	2.65242464497168	7.08488306315565
"42"	0.455883126576304	0.779948665995965
"43"	0.160125635624321	1.45703047650785
"44"	0.796901085968228	2.89783355585029
"45"	1.8960636767478	6.30489191782451
"46"	0.0991442450134816	0.681394511559103
"47"	0.107997346240198	0.117381178552992
"48"	0.893270125040575	2.04262721740897
"49"	0.721832434630518	2.58239811227193
"50"	2.02944592773741	7.45416137430153
"51"	0.634815129507914	3.07524018988208
"52"	0.0540143629745888	0.16691700570517
"53"	0.991655668745296	3.05540714075017
"54"	0.328140553542492	2.78653675850658
"55"	0.21592034091998	0.0477033087480385
"56"	2.45921280069761	6.97492843081886
"57"	0.281218074029027	0.759566339621197
"58"	0.0941921307624356	0.513701327770868
"59"	1.35394649471227	6.02577892815125
"60"	1.9186446863097	5.43082248209363
"61"	0.109972742731346	1.11862292927102
"62"	0.481899509353591	1.12202753095395
"63"	0.00855907166873245	1.74255491944881
"64"	0.410516518817561	1.16387035844991
"65"	0.0368120486172265	0.976868659927717
"66"	1.43683291274838	4.92082672386085
"67"	1.07907876977623	3.98926516014085
"68"	0.130060776204563	0.420821337501397
"69"	1.82928668436982	5.41124380877045
"70"	0.463948629300869	0.875699287857027
"71"	1.88527641182752	6.74451997387618
"72"	0.377427787935872	0.614072867542576
"73"	0.75177213186331	2.86170113411697
"74"	0.452014673651637	1.60205082842363
"75"	0.319725913709471	2.24673932781712
"76"	1.51141950608646	4.27293619485228
"77"	0.384656472555437	0.272984862435537
"78"	0.380744445880964	0.707774857811078
"79"	1.45203024141699	4.71156081410371
"80"	0.865737103971284	3.86625338952816
"81"	0.148286482088808	1.07088277700515
"82"	0.707201316359711	0.607617447414742
"83"	0.994003101430907	3.3221779131692
"84"	0.407787986223039	0.939056986639255
"85"	0.545559613539797	1.35023855794472
"86"	1.3053157319972	3.87834388920576
"87"	0.868163723333722	2.22144820836969
"88"	0.958001274740976	3.44444939866751
"89"	0.186980849338924	0.406898278990723
"90"	0.596436115738054	1.09325452743069
"91"	0.173001128868634	0.00433610537102525
"92"	1.20375083358879	2.85761700345159
"93"	0.940062200082569	5.04747519005382
"94"	1.39522600186671	4.99306751628335
"95"	0.699990174626259	1.44845951025881
"96"	1.91061812948588	5.6719907186312
"97"	0.420797788852834	1.53341591769362
"98"	0.0600873734881735	0.466974230037733
"99"	0.930411711423805	3.25066169170535
"100"	0.74901740721232	2.75275371884126
