Annotation Cluster 1	Enrichment Score: 22.02935258775959
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_FAT	GO:0045202~synapse	79	11.38328530259366	5.161182541959384E-35	10243, 2913, 8927, 2911, 57030, 57679, 2743, 27445, 2898, 9699, 2893, 534, 203190, 6616, 9145, 2066, 2902, 2903, 2065, 2905, 22941, 6506, 477, 273, 9211, 56899, 2563, 134957, 440279, 2565, 2566, 9783, 23025, 2562, 2561, 1740, 3708, 22999, 55450, 869, 8618, 5663, 3897, 57692, 58512, 3751, 23017, 2559, 9478, 2554, 2555, 643866, 22895, 9378, 8851, 2550, 2045, 26052, 9522, 6855, 9899, 6853, 143425, 6854, 9568, 320, 6857, 23345, 9892, 1739, 132204, 55530, 115827, 5573, 9229, 6860, 7534, 93664, 85358	512	346	11732	5.231823518786127	1.9406046357767282E-32	1.9406046357767282E-32	7.134001493735023E-32
GOTERM_CC_FAT	GO:0044456~synapse part	64	9.221902017291066	1.661523328188762E-32	10243, 2913, 2911, 57030, 57679, 2743, 27445, 2898, 2893, 534, 203190, 9145, 2066, 2902, 2903, 2065, 2905, 22941, 6506, 273, 56899, 2563, 134957, 2565, 2566, 2562, 2561, 1740, 3708, 22999, 55450, 3897, 57692, 3751, 58512, 23017, 2559, 9478, 2554, 2555, 22895, 9378, 2550, 2045, 26052, 9522, 6855, 9899, 6853, 6854, 143425, 9568, 320, 6857, 23345, 9892, 1739, 132204, 55530, 115827, 9229, 6860, 7534, 85358	512	239	11732	6.135983263598326	6.247327713989745E-30	3.1236638569948724E-30	2.2966267534250477E-29
SP_PIR_KEYWORDS	synapse	55	7.92507204610951	2.8863837704016805E-30	10243, 8927, 57030, 27445, 2743, 2898, 9699, 2893, 203190, 6616, 9145, 2902, 2903, 2905, 22941, 273, 9211, 56899, 2563, 134957, 440279, 2565, 2566, 9783, 23025, 2562, 2561, 1740, 22999, 869, 8618, 55450, 58512, 23017, 2559, 9478, 2554, 22895, 643866, 2555, 2550, 9899, 6855, 6853, 143425, 6854, 9568, 6857, 1739, 132204, 55530, 9229, 6860, 93664, 85358	673	207	17642	6.9650637781653995	1.2440314050431243E-27	1.2440314050431243E-27	4.069657581258497E-27
SP_PIR_KEYWORDS	cell junction	65	9.36599423631124	1.3479176929400166E-23	10207, 10243, 9071, 8927, 9414, 57030, 2743, 27445, 2898, 9699, 2893, 8502, 203190, 6616, 9145, 2902, 2903, 2905, 22941, 273, 9211, 56899, 2563, 134957, 440279, 2565, 2566, 9783, 23025, 2562, 2561, 1740, 22999, 869, 8618, 55450, 5010, 58512, 23017, 23092, 2559, 10804, 9478, 2554, 58480, 2555, 643866, 22895, 2550, 6855, 9899, 5058, 6853, 6854, 143425, 9568, 6857, 1739, 132204, 55530, 85458, 9229, 6860, 93664, 85358	673	389	17642	4.3802259002204	5.809525256571471E-21	2.9047626282857357E-21	1.9004969173667467E-20
GOTERM_CC_FAT	GO:0030054~cell junction	73	10.518731988472622	1.0195040151767191E-19	10207, 10243, 9071, 8927, 9414, 57030, 2743, 27445, 2898, 9699, 2893, 283999, 8502, 6616, 9145, 23037, 2902, 2903, 2905, 8874, 22941, 273, 5590, 56899, 2563, 80725, 134957, 440279, 2565, 2566, 9783, 23025, 2562, 2561, 1740, 22999, 869, 8618, 55450, 5010, 58512, 9218, 23017, 23092, 2559, 10804, 9478, 2554, 2555, 58480, 643866, 22895, 2550, 6855, 9899, 5058, 6853, 6854, 143425, 9568, 6857, 1305, 1739, 132204, 6326, 85458, 55530, 29119, 9229, 6860, 83543, 93664, 85358	512	505	11732	3.3123298267326735	3.833335097064464E-17	1.2777783656881546E-17	1.4092009162648997E-16
GOTERM_CC_FAT	GO:0045211~postsynaptic membrane	32	4.610951008645533	5.034603293096089E-15	2562, 10243, 2561, 2913, 1740, 55450, 2743, 57692, 2898, 58512, 2893, 23017, 2559, 9478, 2554, 2555, 2902, 2903, 2550, 2065, 2905, 2045, 22941, 9568, 23345, 1739, 56899, 9229, 2563, 2565, 2566, 85358	512	131	11732	5.5973282442748085	1.878497357665765E-12	3.7569947153315297E-13	6.905587213168474E-12
SP_PIR_KEYWORDS	postsynaptic cell membrane	27	3.890489913544669	2.8591889596861755E-14	2562, 10243, 2561, 1740, 55450, 2743, 2898, 58512, 2893, 23017, 2559, 9478, 2554, 2555, 2902, 2903, 2550, 2905, 22941, 9568, 1739, 56899, 9229, 2563, 2565, 2566, 85358	673	108	17642	6.553491827637444	1.2345457989226816E-11	2.469136006766348E-12	4.0389913635863195E-11
GOTERM_CC_FAT	GO:0014069~postsynaptic density	21	3.025936599423631	1.189348510332753E-11	2066, 2902, 2903, 2913, 1740, 2905, 26052, 3708, 22941, 55450, 2911, 57679, 1739, 3751, 58512, 56899, 2893, 9229, 7534, 9478, 85358	512	71	11732	6.777398767605634	4.47195080965912E-9	4.968834232954578E-10	1.643967184605799E-8

Annotation Cluster 2	Enrichment Score: 19.49434205242422
